文件名,歌名,语种,总歌手,歌手1,歌手2,歌手3,歌手4,性别1,性别2,性别3,性别4,原唱,伴奏,版本
28349L1,KONG,粤语,侧田,侧田,,,,男,,,,L,R,1
40424Y1,爱回温,国语,温岚,温岚,,,,女,,,,L,R,1
40548Y,别让情两难,国语,张信哲^范文芳,张信哲,范文芳,,,男,,,,L,R,1
40633Z1,WAITING FOR YOU,国语,胡彦斌,胡彦斌,,,,男,,,,L,R,1
40807,爱断情伤,国语,蔡琴,蔡琴,,,,女,,,,L,R,1
40819Y1,DA DA DA,国语,王心凌,王心凌,,,,女,,,,L,R,1
40842Y1,WHAT CAN I DO,国语,南拳妈妈,南拳妈妈,,,,合,,,,L,R,1
40855Y1,爱可以问谁,国语,李克勤,李克勤,,,,男,,,,L,R,1
40945Z1,不屑纪念,国语,吴克群,吴克群,,,,男,,,,L,R,1
41050Y1,SELF,国语,陈绮贞,陈绮贞,,,,女,,,,L,R,1
50593,心似狂潮,国语,羽泉,羽泉,,,,合,,,,L,R,1
66034Y,爱上未来的你,国语,潘玮柏,潘玮柏,,,,男,,,,L,R,1
66188M1,THE MOMENT,国语,孙燕姿,孙燕姿,,,,女,,,,L,R,1
66363Y1,爱情悬崖,国语,周杰伦,周杰伦,,,,男,,,,L,R,1
66382Y1,FLY AWAY,国语,梁静茹,梁静茹,,,,女,,,,L,R,1
66396Y1,不想睡,国语,梁静茹,梁静茹,,,,女,,,,L,R,1
814325T1,祈祷,国语,蔡琴,蔡琴,,,,女,,,,L,R,1
Ma853447,929,国语,苏慧伦,苏慧伦,,,,女,,,,1,2,
50600,鸽子,国语,佚名,佚名,,,,合,,,,L,R,6
66411Y1,SHALL WE TALK,国语,陈奕迅,陈奕迅,,,,男,,,,L,R,1
66429Y7,YA BIRTHDAY,国语,王力宏,王力宏,,,,男,,,,L,R,1
66449M4,爱的可能,国语,叶倩文,叶倩文,,,,女,,,,L,R,9
66453Y7,背叛,国语,伍佰 & CHINA BLUE,伍佰 & CHINA BLUE,,,,合,,,,L,R,3
66548Y1,MONEY!MONEY!,国语,铁竹堂,铁竹堂,,,,男,,,,L,R,1
66559Y7,阿姆斯壮,国语,五月天,五月天,,,,合,,,,L,R,1
66563Y1,TIFFANY,国语,梁静茹,梁静茹,,,,女,,,,L,R,1
66623M5,不公平,国语,JENNY YANG,JENNY YANG,,,,女,,,,L,R,4
66703,ONLY LONELY,国语,SHE,SHE,,,,合,,,,L,R,1
66751Y5,半生缘,国语,林心如,林心如,,,,女,,,,L,R,4
66753Y1,擦身而过,国语,林心如,林心如,,,,女,,,,L,R,1
66754Y1,安全感,国语,SHE,SHE,,,,合,,,,L,R,1
Ma818988,爱不爱我,国语,零点乐队,零点乐队,,,,合,,,,1,2,
66884Y7,爱你一万年,国语,伍佰,伍佰,,,,男,,,,L,R,1
24900S5,不拖不欠,粤语,郑秀文,郑秀文,,,,女,,,,L,R,1
40282Z1,ONLY ONE,国语,顺子,顺子,,,,女,,,,L,R,4
40294Y1,不顾一切的爱,国语,李圣杰,李圣杰,,,,男,,,,L,R,3
40300A1,编号89757,国语,林俊杰,林俊杰,,,,男,,,,L,R,1
40326Y1,FOLLOW ME,国语,王力宏,王力宏,,,,男,,,,L,R,1
40397Z1,爱疯了,国语,戴佩妮,戴佩妮,,,,女,,,,L,R,1
51409,认床,国语,张学友,张学友,,,,男,,,,L,R,3
51410Y,上学歌,国语,萧颖,萧颖,,,,,,,,0,R,1
813341A1,映山红,国语,千荷,千荷,,,,女,,,,L,R,4
813342A1,最浪漫的事,国语,赵姗姗,赵姗姗,,,,女,,,,L,R,1
813344A1,有一点动心,国语,黄子俊^杜明蕾,黄子俊,杜明蕾,,,男,女,,,L,R,1
813402B1,夜上海,国语,马天宇,马天宇,,,,男,,,,L,R,1
813584S5,葬花吟,国语,陈力,陈力,,,,女,,,,L,R,4
813613S2,有何不可,国语,许嵩,许嵩,,,,男,,,,R,L,1
24005Y,黑山老妖,粤语,郑中基,郑中基,,,,男,,,,L,R,1
24707Y,花花宇宙,粤语,陈慧琳,陈慧琳,,,,女,,,,L,R,3
24784,封锁我一生,粤语,王杰,王杰,,,,男,,,,L,R,1
813893A1,血染的风采,国语,孙健^万山红,孙健,万山红,,,男,,,,L,R,1
Ma814702,爱得正好,国语,苏永康,苏永康,,,,男,,,,1,2,
24876,怪你过份美丽,粤语,张国荣,张国荣,,,,男,,,,L,R,1
24878,红,粤语,张国荣,张国荣,,,,男,,,,L,R,1
24891,发现,粤语,郑伊健,郑伊健,,,,男,,,,L,R,1
24904,放不低（电视剧《当女人爱上男人》主题曲）,粤语,郑秀文,郑秀文,,,,女,,,,L,R,1
24916Y,甘心替代你,粤语,郑伊健,郑伊健,,,,男,,,,L,R,4
814396T1,月亮代表我的心,国语,赵鹏,赵鹏,,,,男,,,,L,R,2
852587L7,放荡,粤语,张国荣,张国荣,,,,男,,,,R,L,3
41990Y1,夏雪,国语,飞轮海,飞轮海,,,,合,,,,L,R,1
42050Z1,小小,国语,戴佩妮,戴佩妮,,,,女,,,,L,R,1
44417Y1,我的爱,国语,王若琳,王若琳,,,,女,,,,L,R,1
44549Y1,新少女祈祷,国语,BY2,BY2,,,,合,,,,L,R,1
24337Y,梦仍是一样,粤语,谭咏麟,谭咏麟,,,,男,,,,L,R,1
24349,卡拉永远OK,粤语,谭咏麟,谭咏麟,,,,男,,,,L,R,3
44633Z1,无赖正义,国语,赵又廷,赵又廷,,,,男,,,,L,R,1
44675M1,我不会爱,国语,萧敬腾,萧敬腾,,,,男,,,,L,R,1
44752Z1,相爱后动物感伤,国语,张惠妹,张惠妹,,,,女,,,,L,R,1
66888,FLY AWAY,国语,F.I.R,F.I.R,,,,合,,,,L,R,1
66972Y,爱和承诺,国语,张学友^陈慧娴,张学友,陈慧娴,,,男,女,,,L,R,1
66988Y1,爱你的两个我,国语,温岚,温岚,,,,女,,,,L,R,1
67199M1,奔,国语,孙燕姿,孙燕姿,,,,女,,,,L,R,1
67255M1,MAMA MAMA,国语,张韶涵,张韶涵,,,,女,,,,L,R,1
41793Y1,重来,国语,李圣杰,李圣杰,,,,男,,,,L,R,1
68058B1,白狐,国语,艾轶曼,艾轶曼,,,,女,,,,L,R,4
68305M1,爱过,国语,F.I.R,F.I.R,,,,合,,,,L,R,1
68767P2,TIMELESS,国语,张力尹,张力尹,,,,女,,,,L,0,4
69502D1,ALIVE我的自由式,国语,莫文蔚,莫文蔚,,,,女,,,,L,R,3
803211L2,掌声响起,国语,高胜美,高胜美,,,,女,,,,L,R,11
803255L2,在雨中,国语,卓依婷,卓依婷,,,,女,,,,R,L,1
811710S7,一剪梅,国语,蔡国庆,蔡国庆,,,,男,,,,L,R,2
804488L2,雁南飞,国语,刀郎,刀郎,,,,男,,,,L,R,1
805774P1,终点,国语,关心妍,关心妍,,,,女,,,,R,L,1
805858P2,有一个美丽的传说,国语,蒋大为,蒋大为,,,,男,,,,L,R,5
806040P5,一个人背两个人的债,国语,张柏芝,张柏芝,,,,女,,,,R,L,4
42700M1,记得爱,国语,阿沁^李玖哲,阿沁,李玖哲,,,男,男,,,L,R,1
807314L2,勇气,国语,迪克牛仔,迪克牛仔,,,,男,,,,R,L,3
807629L2,一剪梅,国语,卓依婷,卓依婷,,,,女,,,,L,0,1
809171G2,兄弟干杯,国语,庞龙,庞龙,,,,男,,,,0,R,5
811984S2,曾经是我最爱的人,国语,陈瑞,陈瑞,,,,女,,,,L,R,4
810814F2,越长大越孤单,国语,牛奶咖啡,牛奶咖啡,,,,合,,,,L,R,4
811442S1,遇上你是我的缘,国语,阿桑古卡,阿桑古卡,,,,男,,,,L,R,1
813011S7,在你身边,国语,张学友,张学友,,,,男,,,,R,L,3
813020B1,越单纯越幸福,国语,王筝,王筝,,,,女,,,,L,R,2
813029S1,一个人的冬天,国语,陈楚生,陈楚生,,,,男,,,,R,L,1
812543S7,烛光,国语,任贤齐,任贤齐,,,,男,,,,R,L,3
812710L1,这一生回忆有你就足够,国语,关泽楠,关泽楠,,,,男,,,,L,R,11
50609,三个和尚,国语,甘萍,甘萍,,,,女,,,,L,R,1
50672,谁能告诉我,国语,李春波,李春波,,,,男,,,,L,R,11
812788S7,诱惑的街,国语,张敬轩,张敬轩,,,,男,,,,R,L,3
812789S7,至少还有你,国语,张敬轩,张敬轩,,,,男,,,,R,L,3
812873T2,烟花三月,国语,童丽,童丽,,,,女,,,,L,R,11
813194A1,在雨中,国语,含笑^馨梓,含笑,馨梓,,,男,女,,,L,R,4
50861,梭罗河,国语,罗艳芬,罗艳芬,,,,女,,,,L,R,1
813269A1,知心爱人,国语,含笑^馨梓,含笑,馨梓,,,男,女,,,L,R,1
813271A1,生日快乐,国语,佚名,佚名,,,,合,,,,L,R,1
813292A1,选择,国语,林俊凯^孙琳,林俊凯,孙琳,,,男,,,,L,R,1
804242L2,把悲伤留给自己,国语,赵传,赵传,,,,男,,,,R,L,3
804603L2,SO SO,国语,徐若瑄^李玖哲,徐若瑄,李玖哲,,,女,男,,,L,R,1
804755L7,敖包相会,国语,蔡琴,蔡琴,,,,女,,,,L,R,3
66295Z1,可不可以不勇敢,国语,范玮琪,范玮琪,,,,女,,,,L,R,1
66485Z1,寓言,国语,张韶涵,张韶涵,,,,女,,,,L,R,1
G201212098,LOW,英语,FLO RIDA^T-PAIN,FLO RIDA,T-PAIN,,,男,男,,,1,2,1
66673Y1,波斯猫,国语,SHE,SHE,,,,合,,,,L,R,1
50012Y,弯弯的月亮,国语,吕方,吕方,,,,男,,,,L,R,1
50015,我愿意,国语,王杰,王杰,,,,男,,,,L,R,3
24449Y,难得有情人,粤语,关淑怡,关淑怡,,,,女,,,,L,R,1
24399,偏爱,粤语,谭咏麟,谭咏麟,,,,男,,,,0,R,1
50890Y,心中的太阳,国语,刘欢,刘欢,,,,男,,,,L,R,4
50933Y,我和我的祖国,国语,孙静,孙静,,,,女,,,,L,R,1
51046Z1,夏天的浪花,国语,张惠妹,张惠妹,,,,女,,,,L,R,3
24511Y,情深的一句,粤语,刘德华,刘德华,,,,男,,,,L,R,1
24513Y,倾城,粤语,许美静,许美静,,,,女,,,,L,R,1
51096,问紫娟,国语,越剧,越剧,,,,合,,,,L,R,4
51106,夫妻双双把家还,国语,黄梅戏,黄梅戏,,,,合,,,,L,R,4
51138Y,我爱五指山我爱万泉河,国语,李双江,李双江,,,,男,,,,L,R,2
51157Y,透过开满鲜花的月亮,国语,林依轮,林依轮,,,,男,,,,L,R,1
51287,星星索,国语,佚名,佚名,,,,合,,,,L,R,1
51324,天天想你,国语,韩红,韩红,,,,女,,,,L,R,1
51351,我的太阳,国语,佚名,佚名,,,,合,,,,L,R,1
51545Y,我不想说,国语,杨钰莹,杨钰莹,,,,女,,,,L,R,1
24218Y,光辉岁月,粤语,谢霆锋,谢霆锋,,,,男,,,,L,R,3
24219,放不低,粤语,谢霆锋,谢霆锋,,,,男,,,,L,R,3
51684Y,纤夫的爱,国语,罗家英^汪明荃,罗家英,汪明荃,,,男,女,,,L,R,3
24354Y,幻影,粤语,谭咏麟,谭咏麟,,,,男,,,,L,R,1
24507Y,当爱变成习惯,粤语,张学友,张学友,,,,男,,,,L,R,1
51796Y,我的祖国,国语,彭丽媛,彭丽媛,,,,女,,,,L,R,2
51798,我要找到你,国语,陈明,陈明,,,,女,,,,L,R,1
51843Y,甜蜜蜜,国语,解小东^范晓萱,解晓东,范晓萱,,,男,女,,,L,R,2
24563Y,非走不可,粤语,谢霆锋,谢霆锋,,,,男,,,,L,R,1
51911,想你的365天,国语,李玟,李玟,,,,女,,,,L,R,1
53935,我们都是好孩子,国语,王筝,王筝,,,,女,,,,L,R,1
51938Y,驼铃,国语,张伟进^孙国庆,张伟进,孙国庆,,,男,,,,L,R,2
52000,我用胡琴和你说话,国语,董文华,董文华,,,,女,,,,L,R,1
52006,蜗牛,国语,齐秦^许茹芸^动力火车,齐秦,许茹芸,动力火车,,男,女,合,,L,R,1
52188,心相印手牵手,国语,杨钰莹,杨钰莹,,,,女,,,,L,R,1
24593Y,当我遇上你,粤语,刘德华,刘德华,,,,男,,,,L,R,1
24596Y,独家试唱,粤语,郑秀文,郑秀文,,,,女,,,,L,R,1
52223,天涯歌女,国语,杨钰莹,杨钰莹,,,,女,,,,L,R,3
52264Y,万泉河水,国语,孙楠,孙楠,,,,男,,,,L,R,2
52357Y,吐鲁番的葡萄熟了,国语,刀郎,刀郎,,,,男,,,,L,R,6
21553T1,滚,粤语,梁汉文^杨千嬅,梁汉文,杨千嬅,,,男,女,,,L,R,1
21650,红绿灯,粤语,郑融,郑融,,,,女,,,,L,R,1
Ma815335,爱似水仙,国语,金海心,金海心,,,,女,,,,1,2,
Ma822255,爱一回伤一回,国语,游鸿明,游鸿明,,,,男,,,,1,2,
21767,多啦A梦,粤语,唐韦琪,唐韦琪,,,,女,,,,L,R,2
21783T1,富士山下,粤语,陈奕迅,陈奕迅,,,,男,,,,L,R,1
Ma810101,坏人,国语,方炯镔,方炯镔,,,,男,,,,1,2,
52533D7,我的未来不是梦,国语,张惠妹,张惠妹,,,,女,,,,L,R,3
52569Y,为爱痴狂,国语,刀郎,刀郎,,,,男,,,,L,R,6
Ma829431,爱之初体验,国语,张柏芝,张柏芝,,,,女,,,,1,2,
22108E,黑择明,粤语,陈奕迅,陈奕迅,,,,男,,,,L,R,1
22317Y,大地,粤语,BEYOND,BEYOND,,,,合,,,,L,R,3
22605Y,护花使者,粤语,李克勤,李克勤,,,,男,,,,L,R,11
22646Y,红日,粤语,李克勤,李克勤,,,,男,,,,L,R,1
66813Y1,显微镜下的爱情,国语,黄义达,黄义达,,,,男,,,,L,R,1
66832Y1,想你的夜,国语,信乐团,信乐团,,,,合,,,,L,R,1
22766,敢爱敢做,粤语,林子祥,林子祥,,,,男,,,,L,R,1
22778,分分钟需要你,粤语,林子祥,林子祥,,,,男,,,,L,R,11
23036,红颜白发,粤语,张国荣,张国荣,,,,男,,,,L,R,4
23037Y,风再起时,粤语,张国荣,张国荣,,,,男,,,,L,R,3
23042Y,大热,粤语,张国荣,张国荣,,,,男,,,,L,R,3
23117Y,饿狼传说,粤语,张学友,张学友,,,,男,,,,L,R,1
23462,非走不可,粤语,陈奕迅,陈奕迅,,,,男,,,,L,R,3
23524Y,孤单背影,粤语,陈慧娴,陈慧娴,,,,女,,,,L,R,4
23528Y,红茶馆,粤语,陈慧娴,陈慧娴,,,,女,,,,L,R,3
23532Y,归来吧,粤语,陈慧娴,陈慧娴,,,,女,,,,L,R,1
23751Y,挡不住的风情,粤语,叶玉卿,叶玉卿,,,,女,,,,L,R,1
23930Y,独自去偷欢,粤语,刘德华,刘德华,,,,男,,,,L,R,1
24673Y1,好心分手,粤语,卢巧音,卢巧音,,,,女,,,,L,R,1
24701Y,都是你的错,粤语,陈慧琳,陈慧琳,,,,女,,,,L,R,1
852674T7,海阔天空,粤语,谢安琪,谢安琪,,,,女,,,,L,R,3
52575,小路,国语,佚名,佚名,,,,合,,,,L,R,6
52584,我不是黄蓉,国语,王蓉,王蓉,,,,女,,,,0,R,1
52684Y,醒了,国语,韩红,韩红,,,,女,,,,L,R,5
52752,无能为力,国语,张敬轩,张敬轩,,,,男,,,,L,R,1
52770Y,弯弯的月亮,国语,刘欢,刘欢,,,,男,,,,L,R,2
52807,我爱你中国,国语,谭晶,谭晶,,,,女,,,,L,R,1
52819Y,小芳,国语,李春波,李春波,,,,男,,,,L,R,1
52979,心醉,国语,希亚,希亚,,,,女,,,,L,R,1
52982,娃娃,国语,张韶涵,张韶涵,,,,女,,,,L,R,5
52993,心太软,国语,曾志伟^张柏芝,曾志伟,张柏芝,,,男,女,,,L,R,2
53139,驼铃,国语,刀郎,刀郎,,,,男,,,,L,R,6
63190Y1,下沙,国语,游鸿明,游鸿明,,,,男,,,,L,R,1
63210Z1,笑忘书,国语,王菲,王菲,,,,女,,,,L,R,1
63318Y1,都是夜归人,国语,许美静,许美静,,,,女,,,,L,R,1
53193Y,吻别,国语,迪克牛仔,迪克牛仔,,,,男,,,,L,R,3
53219,外婆的澎湖湾,国语,费玉清,费玉清,,,,男,,,,L,R,6
53292,天涯,国语,爱乐团,爱乐团,,,,合,,,,L,R,1
63488Z1,怎样,国语,戴佩妮,戴佩妮,,,,女,,,,L,R,1
53310D7,我不后悔,国语,郑源,郑源,,,,男,,,,L,R,3
53314D1,为什么相爱的人不能在一起,国语,郑源,郑源,,,,男,,,,L,R,1
53326Y,童年,国语,成方圆,成方圆,,,,女,,,,L,R,3
63560Z1,一个人的精彩,国语,萧亚轩,萧亚轩,,,,女,,,,L,R,1
63617Y1,愚人码头,国语,齐秦^熊天平,齐秦,熊天平,,,男,男,,,L,R,1
53338B,我比从前更寂寞,国语,杨坤,杨坤,,,,男,,,,L,R,1
53348Y,笑脸,国语,谢东,谢东,,,,男,,,,L,R,1
53360,驼铃,国语,佚名,佚名,,,,合,,,,L,R,4
53379,无言的结局,国语,张信哲^容祖儿,张信哲,容祖儿,,,男,女,,,L,R,2
53400,想唱就唱,国语,张含韵,张含韵,,,,女,,,,L,R,1
53453,西厢,国语,后弦,后弦,,,,男,,,,L,R,1
53468,希望,国语,陈慧琳,陈慧琳,,,,女,,,,L,R,1
63796Y1,想和你去吹吹风,国语,张学友,张学友,,,,男,,,,L,R,1
63901Z1,眼泪,国语,范晓萱,范晓萱,,,,女,,,,L,R,1
53619,我要抱着你,国语,庞龙,庞龙,,,,男,,,,L,R,1
53660,完美世界,国语,水木年华,水木年华,,,,合,,,,L,R,1
64105Y1,站在高岗上,国语,张惠妹,张惠妹,,,,女,,,,L,R,1
66664Z1,相对无言,国语,萧亚轩,萧亚轩,,,,女,,,,L,R,1
66726Y1,晚风,国语,伍佰,伍佰,,,,男,,,,L,R,1
64117Y,冰雨,国语,刘德华,刘德华,,,,男,,,,L,R,1
64232Z1,征服,国语,那英,那英,,,,女,,,,L,R,1
64300Y7,蜗牛,国语,周杰伦,周杰伦,,,,男,,,,L,R,3
66758Y1,突然的自我,国语,黄小琥,黄小琥,,,,女,,,,L,R,2
64361Z7,梦醒了,国语,那英,那英,,,,女,,,,L,R,11
64500Z1,月亮惹的祸,国语,张宇,张宇,,,,男,,,,L,R,1
66834Y1,我是真的爱上你,国语,王杰,王杰,,,,男,,,,L,R,3
40333,离开地球表面,国语,童童^李小璐,童彤,李小璐,,,,,,,L,R,
66855Y1,小时候,国语,南拳妈妈,南拳妈妈,,,,合,,,,L,R,1
64571Z1,小小的太阳,国语,张宇,张宇,,,,男,,,,L,R,1
64579Y7,夜夜夜夜,国语,梁静茹,梁静茹,,,,女,,,,L,R,3
64580Y7,爱我别走,国语,张震岳,张震岳,,,,男,,,,L,R,3
64593Z1,我要我们在一起,国语,范晓萱,范晓萱,,,,女,,,,L,R,1
64632Y1,星晴,国语,周杰伦,周杰伦,,,,男,,,,L,R,1
67008Y7,消失的城堡,国语,蔡依林,蔡依林,,,,女,,,,L,R,3
67037Y1,我的地盘,国语,周杰伦,周杰伦,,,,男,,,,L,R,1
64646,忽然之间,国语,莫文蔚,莫文蔚,,,,女,,,,L,R,1
67088M1,我要飞,国语,F.I.R,F.I.R,,,,合,,,,L,R,3
64667,自由,国语,张震岳,张震岳,,,,男,,,,L,R,3
64771M1,为什么你背着我爱别人,国语,许志安,许志安,,,,男,,,,L,R,1
64799Y1,阴天,国语,莫文蔚,莫文蔚,,,,女,,,,L,R,1
40400Z1,往前飞,国语,戴佩妮,戴佩妮,,,,女,,,,L,R,1
67884B1,五星红旗,国语,刘媛媛,刘媛媛,,,,女,,,,L,R,1
64806Y,三万英尺,国语,迪克牛仔,迪克牛仔,,,,男,,,,L,R,1
64849Y1,我可以抱你吗,国语,张惠妹,张惠妹,,,,女,,,,L,R,1
64870Y7,一个人生活,国语,林凡,林凡,,,,女,,,,L,R,3
64973Y,屋顶,国语,吴宗宪^温岚,吴宗宪,温岚,,,男,女,,,L,R,1
65120Y1,我知道你很难过,国语,蔡依林,蔡依林,,,,女,,,,L,R,1
65217M5,心动,国语,林晓培,林晓培,,,,女,,,,L,R,1
800969L2,草原之夜,国语,李双江,李双江,,,,男,,,,L,R,1
803966L2,草原之夜,国语,蒋大为,蒋大为,,,,男,,,,L,R,1
812856T6,爱琴海,国语,凤凰传奇,凤凰传奇,,,,合,,,,L,R,1
40893A1,女人心事,国语,陶晶莹,陶晶莹,,,,女,,,,L,R,1
813140Z1,爱得起,国语,梁咏琪,梁咏琪,,,,女,,,,L,R,1
64685Z1,美丽心情,国语,本多RURU,本多RURU,,,,女,,,,L,R,1
Ma803651,北极雪,国语,陈慧琳,陈慧琳,,,,女,,,,1,2,
65068Z1,雨一直下,国语,张宇,张宇,,,,男,,,,L,R,1
813189A1,把根留住,国语,含笑,含笑,,,,男,,,,L,R,4
813202A1,敖包相会,国语,马亚东^张新,马亚东,张新,,,男,男,,,L,R,6
65469M1,练习,国语,刘德华,刘德华,,,,男,,,,L,R,1
65577Y1,SUPER STAR,国语,SHE,SHE,,,,合,,,,L,R,1
804062L2,爱的初体验,国语,李翊君,李翊君,,,,女,,,,R,L,3
804087L2,沧海一声笑,国语,任贤齐,任贤齐,,,,男,,,,R,L,1
65261M1,爱就一个字,国语,张信哲,张信哲,,,,男,,,,L,R,3
65349Z1,街角的祝福,国语,戴佩妮,戴佩妮,,,,女,,,,L,R,1
65351A1,他一定很爱你,国语,阿杜,阿杜,,,,男,,,,L,R,1
65614M1,无间道,国语,刘德华^梁朝伟,刘德华,梁朝伟,,,男,男,,,L,R,4
65622Y1,布拉格广场,国语,蔡依林,蔡依林,,,,女,,,,L,R,1
802262L2,爱的箴言,国语,罗大佑,罗大佑,,,,男,,,,0,R,1
802496L2,爱的箴言,国语,邓丽君,邓丽君,,,,女,,,,L,R,1
802854L2,阿里山姑娘,国语,卓依婷,卓依婷,,,,女,,,,L,R,2
803281L2,采红菱,国语,邓丽君,邓丽君,,,,女,,,,L,R,5
803457L2,敖包相会,国语,解晓东,解晓东,,,,男,,,,L,R,6
65738Y1,算你狠,国语,陈小春,陈小春,,,,男,,,,L,R,1
65929Y1,天高地厚,国语,信乐团,信乐团,,,,合,,,,L,R,1
813262A5,爱江山更爱美人,国语,张江,张江,,,,男,,,,L,R,4
65946Y1,离歌,国语,信乐团,信乐团,,,,合,,,,L,R,1
66066Y1,旋木,国语,王菲,王菲,,,,女,,,,L,R,1
66282Y1,祝我生日快乐,国语,温岚,温岚,,,,女,,,,L,R,1
813298A5,霸王别姬,国语,屠洪刚,屠洪刚,,,,男,,,,L,R,4
Ma811028,北京下雨了,国语,王啸坤,王啸坤,,,,男,,,,1,2,
66287Z1,原来你也在这里,国语,刘若英,刘若英,,,,女,,,,L,R,1
813382B1,WHY ME,国语,李宇春,李宇春,,,,女,,,,L,R,1
813469S2,爱就是那样简单,国语,蒲巴甲,蒲巴甲,,,,男,,,,L,R,1
66294Z1,那些花儿,国语,范玮琪,范玮琪,,,,女,,,,L,R,1
64486Y1,心如刀割,国语,张学友,张学友,,,,男,,,,L,R,1
813603S1,I MISS YOU,国语,青春美少女,青春美少女,,,,合,,,,L,R,1
813650T1,爱上别人的人,国语,郑源,郑源,,,,男,,,,L,R,1
64504Y1,星语心愿,国语,张柏芝,张柏芝,,,,女,,,,L,R,1
64524M1,记事本,国语,陈慧琳,陈慧琳,,,,女,,,,L,R,1
813719S1,爱的思念,国语,央金兰泽,央金兰泽,,,,女,,,,L,0,1
66023Z1,寂寞的季节,国语,陶喆,陶喆,,,,男,,,,L,R,1
66193M1,遇见,国语,孙燕姿,孙燕姿,,,,女,,,,L,R,1
66286Z1,分开旅行,国语,黄立行^刘若英,黄立行,刘若英,,,男,女,,,L,R,1
40650Z4,尼可拉斯,国语,陈珊妮,陈珊妮,,,,女,,,,L,R,1
40652Z4,情歌,国语,陈珊妮,陈珊妮,,,,女,,,,L,R,
66674Y1,他还是不懂,国语,SHE,SHE,,,,合,,,,L,R,1
66708Y1,爱情三十六计,国语,蔡依林,蔡依林,,,,女,,,,L,R,1
66742,海阔天空,国语,信乐团,信乐团,,,,合,,,,L,R,1
66783Y1,千年之恋,国语,戴爱玲^信乐团,戴爱玲,信乐团,,,女,合,,,L,R,1
Ma822179,爆米花的味道,国语,蔡依林,蔡依林,,,,女,,,,L,R,3
807240L2,爱你一万年,国语,韩宝仪,韩宝仪,,,,女,,,,L,R,1
807305L2,安静,国语,萧亚轩,萧亚轩,,,,女,,,,R,L,3
66787Y1,柠檬草的味道,国语,蔡依林,蔡依林,,,,女,,,,L,R,1
66792Y1,花好月圆夜,国语,任贤齐^杨千嬅,任贤齐,杨千嬅,,,男,女,,,L,R,4
66799Y1,LOVE LOVE LOVE,国语,蔡依林,蔡依林,,,,女,,,,L,R,1
66843M1,我们的爱,国语,F.I.R,F.I.R,,,,合,,,,L,R,1
67020Y1,快乐崇拜,国语,潘玮柏^张韶涵,潘玮柏,张韶涵,,,男,女,,,L,R,1
808941F2,OVER THE RAINBOW,国语,张韶涵,张韶涵,,,,女,,,,L,R,1
67064Y1,白月光,国语,张信哲,张信哲,,,,男,,,,L,R,1
67090,宁夏,国语,梁静茹,梁静茹,,,,女,,,,L,R,1
811843L7,I BELIEVE,国语,孙楠,孙楠,,,,男,,,,L,R,3
809769L2,北国之春组曲,国语,邓丽君,邓丽君,,,,女,,,,L,R,3
67119M1,火,国语,张惠妹,张惠妹,,,,女,,,,L,R,1
811437S6,爱来过,国语,SHE,SHE,,,,合,,,,L,R,1
67162Y1,花的嫁纱,国语,王心凌,王心凌,,,,女,,,,L,R,1
812005L1,草原之夜,国语,藏玉炎^关贵敏,藏玉炎,关贵敏,,,男,,,,L,R,1
812038D7,爱的代价,国语,林一峰^李宗盛,林一峰,李宗盛,,,男,男,,,L,R,2
812363S1,擦肩而过,国语,郑源,郑源,,,,男,,,,L,R,1
812448S5,草原凤凰,国语,凤凰传奇,凤凰传奇,,,,合,,,,L,R,2
67229Y1,二00二年的第一场雪,国语,刀郎,刀郎,,,,男,,,,L,R,1
67409Z1,就是爱你,国语,陶喆,陶喆,,,,男,,,,R,L,1
812532S7,爱的路上只有你和我,国语,任贤齐,任贤齐,,,,男,,,,R,L,3
812785S7,爱上一个不回家的人,国语,张敬轩,张敬轩,,,,男,,,,R,L,3
800975L2,北国之春,国语,蒋大为,蒋大为,,,,男,,,,L,R,5
811385I7,广岛之恋,国语,张智霖^莫文蔚,张智霖,莫文蔚,,,男,女,,,R,L,3
813015S7,如果爱,国语,张学友,张学友,,,,男,,,,R,L,3
40226Y7,眼泪,国语,张学友,张学友,,,,男,,,,L,R,3
64529Z1,催眠,国语,王菲,王菲,,,,女,,,,L,R,1
64606Y7,相见恨晚,国语,彭佳慧,彭佳慧,,,,女,,,,L,R,1
66301Z1,遗失的美好,国语,张韶涵,张韶涵,,,,女,,,,L,R,1
66371Y1,叶子,国语,阿桑,阿桑,,,,女,,,,L,R,1
813731S1,采蘑菇的小女孩,国语,王雪晶,王雪晶,,,,女,,,,R,L,1
814026S1,DNA,国语,五月天,五月天,,,,合,,,,L,R,1
814041B7,HIGH歌,国语,江映蓉,江映蓉,,,,女,,,,R,L,2
814161B1,爱的华尔滋,国语,俞灏明^郑爽,俞灏明,郑爽,,,男,,,,L,R,1
814265B1,爱火烧,国语,花儿乐队,花儿乐队,,,,合,,,,L,R,1
814278S1,爱琴海,国语,央金兰泽,央金兰泽,,,,女,,,,R,L,1
44329Y1,永远在身边,国语,大嘴巴,大嘴巴,,,,合,,,,L,R,1
44416Y1,一种念头,国语,王若琳,王若琳,,,,女,,,,L,R,1
66889A1,江南,国语,林俊杰,林俊杰,,,,男,,,,L,R,1
51517,至少还有你,国语,谢霆锋,谢霆锋,,,,男,,,,L,R,3
